time,strain_xx,strain_xy,strain_yy,stress_xx,stress_xy,stress_yy
0,0,0,0,0,0,0
0.2,-4.2658175114072e-12,-1.3518885111184e-13,8.2611332369669e-13,-1.7292403270325,-0.04862055171566,0.10206813120667
0.4,-4.1914353102362e-12,-1.3242454766611e-13,8.4244341883336e-13,-1.6949298950206,-0.047626372406235,0.11550017420624
0.6,-3.6922026193717e-12,-1.3958589815686e-13,1.3308576019159e-12,-1.4487961162426,-0.050201945828344,0.35774308615025
0.8,-3.7848208225985e-12,-1.434545736214e-13,1.2666786708282e-12,-1.487504840217,-0.051593311565595,0.32926252145403
1,-3.8463897678502e-12,-1.0795267863776e-13,9.8262423292331e-13,-1.5245903236212,-0.038825086176738,0.21216032577976
1.2,-3.5260726108505e-12,-1.4210191243656e-13,1.4672479040466e-12,-1.3673889853061,-0.051106828157008,0.42845435777091
1.4,-3.3792636259653e-12,-1.4111490921374e-13,1.6452697930417e-12,-1.2922668493919,-0.05075185331371,0.5148021872685
1.6,-4.719904790868e-12,-1.3515765403859e-13,6.7392140268157e-13,-1.9307914626159,-0.048609331715631,0.0090933964677399
1.8,-3.9349033398168e-12,-1.4530572247955e-13,1.1987547726222e-12,-1.5522740060185,-0.052259075628609,0.29404163091127
2,-4.2939270739822e-12,-1.3531334212359e-13,9.8708989667959e-13,-1.7226021472372,-0.048665324798824,0.17671097379027
2.2,-4.2850697880965e-12,-1.3115711975193e-13,9.2401553790095e-13,-1.7242868981023,-0.047170543068686,0.14915607001959
2.4,-4.6714400499275e-12,-1.4484366903297e-13,6.4778593945164e-13,-1.9132120777111,-0.052092898511856,-0.00015711661862946
2.6,-2.8702450392694e-12,-1.0331740702429e-12,4.4236457280625e-12,-0.94109308857045,-0.37158014806983,1.6821483277507
2.8,-4.8453895005303e-12,-1.4887014511251e-13,6.5796925043948e-13,-1.9860827371047,-0.053541017101857,-0.0068045898260841
3,-4.8051394595267e-12,-1.112241119317e-13,6.5530244832633e-13,-1.9689295812525,-0.040001654291224,-0.0050864389544958
3.2,-4.1427703064721e-12,-1.3446785570023e-13,8.9149593542959e-13,-1.6630568289603,-0.048361246348326,0.14751260891666
3.4,-2.0807930466897e-14,-6.4556342560948e-16,2.826776956828e-15,-0.0085358203315515,-0.00023217631973674,-3.5618538808282e-05
3.6,-2.8654962291221e-12,-6.6564045862954e-13,5.0537764494904e-12,-0.90230688024392,-0.23939700705097,1.9458525918887
3.8,-4.2179446572405e-12,-1.7378121686294e-13,1.8964486346872e-12,-1.6253968499947,-0.062500262205092,0.57363933394421
4,-1.6304456440988e-14,-5.016308656273e-16,2.2184495141278e-15,-0.0066880698541844,-0.00018041110079578,-2.63229755902e-05
4.2,-4.4059856976316e-12,-1.4237475985578e-13,1.0165021511482e-12,-1.7704384412897,-0.051204957491986,0.1797545569557
4.4,-4.9854090355006e-12,-1.7693386256393e-13,1.4830345086951e-12,-1.9816442755308,-0.063634108465966,0.34472577106589
4.5999999999999,-3.4098127446433e-12,-6.6494198138862e-13,4.8911673517376e-12,-1.1393546689919,-0.23914580032398,1.84608554111
4.7999999999999,-4.3138869630515e-12,-1.4586931124674e-13,1.1313265669696e-12,-1.7247520439556,-0.05246176983434,0.23361422561344
4.9999999999999,-4.7273701937254e-12,-1.5003880817638e-13,8.688888711211e-13,-1.9209126882049,-0.053961325747646,0.091776975467964
5.1999999999999,-3.7001417841107e-12,-1.4626817778723e-13,1.5162653872916e-12,-1.4247191179015,-0.052605221835762,0.45135714549754
5.3999999999999,-3.4863294588609e-12,-1.4872689833667e-13,1.8780343265524e-12,-1.319321651635,-0.053489498524596,0.60996707820661
5.5999999999999,-5.1023997199463e-14,-1.571065140681e-15,6.8751552262714e-15,-0.020933842569687,-0.0005650321997186,-0.0001104631885016
5.7999999999999,-9.4940499343847e-14,-2.9258334336103e-15,1.2827755582047e-14,-0.038950496713561,-0.0010522734278774,-0.00019173836302011
5.9999999999999,-1.0693080785137e-14,-3.2583464615202e-16,1.6148599487035e-15,-0.0043738688810551,-0.00011718614466871,5.2671207431413e-05
6.1999999999999,-4.120732882686e-12,-5.5850331407991e-13,4.2344039234685e-12,-1.4750365205304,-0.20086522699365,1.5298811027357
6.3999999999999,-4.2195899328598e-12,-5.3446344614678e-13,4.134104736556e-12,-1.5223151241314,-0.19221930957911,1.4820838359216
6.5999999999999,-4.76452736501e-12,5.5960293703052e-13,6.8242348500914e-13,-1.9507440333394,0.20126070542325,0.008247061842879
6.7999999999999,-5.0132113497374e-12,-1.4659439950282e-13,7.26403712916e-13,-2.047856980984,-0.052722547189611,0.01639054154923
6.9999999999999,-3.9693977981523e-14,-1.2284976271793e-15,5.3271431075918e-15,-0.016287626158701,-0.00044182809398553,-9.581945121266e-05
7.1999999999999,-2.1580751558205e-14,-6.6646947608457e-16,2.9405251148575e-15,-0.0088522000483254,-0.00023969516245147,-3.3144402750098e-05
